"coder","counterfactual","sr_no","study_ID","authors","year_publication","doc_title","abstract","study_type","year_data_study","exclusion_reason","page","statistical_technique","study_design","country","incentive_follow_through","experimental_setting","participant_type","aware_of_study","opt_in","randomisation_dummy","outOfSampleBias","reportingBiases","notes_bias","feedback","information","label","rebate","tax_credit","subsidy","loan","choice_architecture","notes_intervention","washing_machine","clothes_dryer","dishwasher","refrigerator","heat_pump","lighting","water_heater","ac","tv","notes_dep_var","dep_variable_purchase_category","dep_var_original_study","dep_var_transformation","coefficient","effect_direction","coefficient_se","p_value","significance_bound","t_stat","percent_change_from_paper","percent_change","control_mean","control_sample_size","control_sd","treated_mean","treatment_sample_size","treated_sd","total_sample_size","total_observations","diff_mean","pooled_sd","monetary_incentive_size","monetary_incentive_relative","monetary_incentive_timeframe","label_monetary","label_monetary_size","label_consumption","label_consumption_size","label_scale","r_value","z_value","r_variance","z_variance","d_value","df","comments","r_value_obs","z_value_obs","r_variance_obs","z_variance_obs","...87","percent_change(binary predictor)","r_effect_size_sample","controls_energy_prices","controls_environmental_attitudes","controls_demographics","continent","oecd","lmic","multi_intervention","intervention","appliance","intervention_category","num_effect_sizes"
"SH",NA,1587,"520","Buettner & Madzharova",2024,"Promoting Sales of Energy Efficient Household Appliances: Outcomes and Cost-Effectiveness of Rebate Programs","This study examines rebate programs aiming at the replacement of household appliances with more efficient products in terms of energy consumption. Based on a large product-level data set for several European countries, the study examines their effects on unit sales and prices. The empirical identification strategy exploits the temporary implementation of the rebates in regional segments of the EU’s common market. The results for unit sales indicate that rebates can be an effective instrument for stimulating replacements with more energy efficient appliances. While the strength of the effects on unit sales proves sensitive to programdesign, we find only limited evidence of intertemporal substitution. Price effects are modest, implying that the subsidies are mostly passed on to consumers. Considering actual energy savings, we find a large variation across programs and identify key factors driving cost-effectiveness.",2,2015,NA,"1299","OLS","DID","Croatia","revealed preference","retailer","unspecified","0","0","0","probably no","probably no","NA",0,0,0,0,0,1,0,0,"NA",1,0,NA,0,0,0,0,0,0,"Effect on overall appliance sales","market share of efficient appliance","Unit sales (refrigerators and washing machines)","log scale",0.48,"increase",0.983,NA,"1",0.488301119023398,NA,0.616074402192893,NA,NA,NA,NA,10000,NA,189674,189674,NA,NA,NA,NA,"current","NA",0,"0",0,"MA",0.00112120117711916,0.00112120164693715,0.00000527223168294074,0.00000527228727638912,NA,189672,"NA",0.00112120117711916,0.00112120164693715,0.00000527223168294074,0.00000527228727638912,NA,NA,NA,"0","0","0","cross-country study","non-OECD country","non-LMIC",1,"Subsidy","Washing Machine","Economic Incentives",7
"SH",NA,1588,"520","Buettner & Madzharova",2024,"Promoting Sales of Energy Efficient Household Appliances: Outcomes and Cost-Effectiveness of Rebate Programs","This study examines rebate programs aiming at the replacement of household appliances with more efficient products in terms of energy consumption. Based on a large product-level data set for several European countries, the study examines their effects on unit sales and prices. The empirical identification strategy exploits the temporary implementation of the rebates in regional segments of the EU’s common market. The results for unit sales indicate that rebates can be an effective instrument for stimulating replacements with more energy efficient appliances. While the strength of the effects on unit sales proves sensitive to programdesign, we find only limited evidence of intertemporal substitution. Price effects are modest, implying that the subsidies are mostly passed on to consumers. Considering actual energy savings, we find a large variation across programs and identify key factors driving cost-effectiveness.",2,2015,NA,"1299","OLS","DID","Hungary","revealed preference","retailer","unspecified","0","0","0","probably no","probably no","NA",0,0,0,0,0,1,0,0,"NA",1,0,NA,0,0,0,0,0,0,"Effect on overall appliance sales","market share of efficient appliance","Unit sales (refrigerators and washing machines)","log scale",0.323,"increase",0.218,NA,"1",1.48165137614679,NA,0.38126535090563,NA,NA,NA,NA,40522,NA,189674,189674,NA,NA,NA,NA,"current","NA",0,"0",0,"NA",0.00340204155383661,0.00340205467887573,0.00000527223168224282,0.00000527228727638912,NA,189672,"NA",0.00340204155383661,0.00340205467887573,0.00000527223168224282,0.00000527228727638912,NA,NA,NA,"0","0","0","cross-country study","OECD country","non-LMIC",1,"Subsidy","Washing Machine","Economic Incentives",7
"LRN",NA,1597,"524","Xingchi Shen, Yueming Lucy Qiu, Pengfei Liu, Anand Patwardhan",2022,"The Effect of Rebate and Loan Incentives on Residential Heat Pump Adoption: Evidence from North Carolina","Electrification can promote deep decarbonization to tackle climate change with a cleaner power grid. Electric heat pumps provide a feasible and energy-efficient way to replace fossil-fuel furnaces for space heating. Rebate and loan programs are the two most widely used incentives for residential heat pump installations in the U.S. This study compares the impacts of rebate and loan incentives on residential air-source heat pump adoption in North Carolina. First, our results show that the rebate program ($300–$450 per system) increases the adoption density by 13% in a year. Second, we find that the rebate program is more effective in promoting heat pump adoption for average consumers than two loan programs (annual loan interest rate: 9%, 3.9%). Third, we find the rebate program is less effective for low-income households than high-income households. Lastly, we compare the rebate with the loan programs in terms of cost-effectiveness and we find the rebate program is more cost-effective under certain circumstances.",2,2022,"NA",NA,"OLS","DID","USA","revealed preference","retailer","residents","0","0","0","probably no","probably no","LRN: Overall the study looks robust to me, they do various balance tests, and they have a pretty limited zone of research (3km). They don't have a randomization and there are income disparities between the samples but they control for it in the regression. Would say probably no.",0,0,0,1,0,0,0,0,"cash rebate of $300–$450 for installing heat pumps (post), depending on equipment efficiency, with an additional $50 rebate for installing a smart thermostat",0,0,NA,0,1,0,0,0,0,"Linear Probability Model","purchase (probability) of efficient appliance","consumer's AC replacement decision","dummy (0/1)",0.008,"increase",0.003,0.01,"3",2.66666666666667,NA,NA,NA,16521,NA,NA,15040,NA,31561,220915,NA,NA,NA,NA,"delayed","NA",NA,"NA",NA,"NA",0.015008746902699,0.0150098740242428,0.0000316856764651955,0.0000316876861651562,NA,31559,"NA",0.00567347492750378,0.00567353580188409,0.00000452664837431701,0.00000452668936046933,NA,NA,NA,"0","0","1","cross-country study","non-OECD country","non-LMIC",1,"Rebate","Heat Pump","Economic Incentives",6
"LRN",NA,1598,"524","Xingchi Shen, Yueming Lucy Qiu, Pengfei Liu, Anand Patwardhan",2022,"The Effect of Rebate and Loan Incentives on Residential Heat Pump Adoption: Evidence from North Carolina","Electrification can promote deep decarbonization to tackle climate change with a cleaner power grid. Electric heat pumps provide a feasible and energy-efficient way to replace fossil-fuel furnaces for space heating. Rebate and loan programs are the two most widely used incentives for residential heat pump installations in the U.S. This study compares the impacts of rebate and loan incentives on residential air-source heat pump adoption in North Carolina. First, our results show that the rebate program ($300–$450 per system) increases the adoption density by 13% in a year. Second, we find that the rebate program is more effective in promoting heat pump adoption for average consumers than two loan programs (annual loan interest rate: 9%, 3.9%). Third, we find the rebate program is less effective for low-income households than high-income households. Lastly, we compare the rebate with the loan programs in terms of cost-effectiveness and we find the rebate program is more cost-effective under certain circumstances.",2,2022,"NA",NA,"OLS","DID","USA","revealed preference","retailer","residents","0","0","0","probably no","probably no","LRN: Overall the study looks robust to me, they do various balance tests, and they have a pretty limited zone of research (3km). They don't have a randomization and there are income disparities between the samples but they control for it in the regression. Would say probably no.",0,0,0,1,0,0,0,0,"cash rebate of $300–$450 for installing heat pumps (post), depending on equipment efficiency, with an additional $50 rebate for installing a smart thermostat",0,0,NA,0,1,0,0,0,0,"Linear Probability Model","purchase (probability) of efficient appliance","consumer's AC replacement decision","dummy (0/1)",0.013,"increase",0.003,0.01,"3",4.33333333333333,NA,0.11,NA,16521,NA,NA,15040,NA,31561,220915,NA,NA,NA,NA,"delayed","NA",NA,"NA",NA,"NA",0.0243847081894345,0.0243895430773925,0.0000316856668616509,0.0000316876861651562,NA,31559,"NA",0.00921915333346299,0.00921941453396538,0.00000452664834630402,0.00000452668936046933,NA,NA,NA,"0","0","1","cross-country study","non-OECD country","non-LMIC",1,"Rebate","Heat Pump","Economic Incentives",6
"LRN",NA,1599,"524","Xingchi Shen, Yueming Lucy Qiu, Pengfei Liu, Anand Patwardhan",2022,"The Effect of Rebate and Loan Incentives on Residential Heat Pump Adoption: Evidence from North Carolina","Electrification can promote deep decarbonization to tackle climate change with a cleaner power grid. Electric heat pumps provide a feasible and energy-efficient way to replace fossil-fuel furnaces for space heating. Rebate and loan programs are the two most widely used incentives for residential heat pump installations in the U.S. This study compares the impacts of rebate and loan incentives on residential air-source heat pump adoption in North Carolina. First, our results show that the rebate program ($300–$450 per system) increases the adoption density by 13% in a year. Second, we find that the rebate program is more effective in promoting heat pump adoption for average consumers than two loan programs (annual loan interest rate: 9%, 3.9%). Third, we find the rebate program is less effective for low-income households than high-income households. Lastly, we compare the rebate with the loan programs in terms of cost-effectiveness and we find the rebate program is more cost-effective under certain circumstances.",2,2022,"NA",NA,"OLS","DID","USA","revealed preference","retailer","residents","0","0","0","probably no","probably no","LRN: Overall the study looks robust to me, they do various balance tests, and they have a pretty limited zone of research (3km). They don't have a randomization and there are income disparities between the samples but they control for it in the regression. Would say probably no.",0,0,0,1,0,0,0,0,"cash rebate of $300–$450 for installing heat pumps (post), depending on equipment efficiency, with an additional $50 rebate for installing a smart thermostat",0,0,NA,0,1,0,0,0,0,"Linear Probability Model","purchase (probability) of efficient appliance","consumer's AC replacement decision","dummy (0/1)",0.017,"increase",0.003,0.01,"3",5.66666666666667,NA,NA,NA,16521,NA,NA,15040,NA,31561,220915,NA,NA,NA,NA,"delayed","NA",NA,"NA",NA,"NA",0.031880965785762,0.0318917736060248,0.0000316856452958697,0.0000316876861651562,NA,31559,"NA",0.0120554521303756,0.0120560362033706,0.00000452664828337704,0.00000452668936046933,NA,NA,NA,"0","0","1","cross-country study","non-OECD country","non-LMIC",1,"Rebate","Heat Pump","Economic Incentives",6
"LRN",NA,1600,"524","Xingchi Shen, Yueming Lucy Qiu, Pengfei Liu, Anand Patwardhan",2022,"The Effect of Rebate and Loan Incentives on Residential Heat Pump Adoption: Evidence from North Carolina","Electrification can promote deep decarbonization to tackle climate change with a cleaner power grid. Electric heat pumps provide a feasible and energy-efficient way to replace fossil-fuel furnaces for space heating. Rebate and loan programs are the two most widely used incentives for residential heat pump installations in the U.S. This study compares the impacts of rebate and loan incentives on residential air-source heat pump adoption in North Carolina. First, our results show that the rebate program ($300–$450 per system) increases the adoption density by 13% in a year. Second, we find that the rebate program is more effective in promoting heat pump adoption for average consumers than two loan programs (annual loan interest rate: 9%, 3.9%). Third, we find the rebate program is less effective for low-income households than high-income households. Lastly, we compare the rebate with the loan programs in terms of cost-effectiveness and we find the rebate program is more cost-effective under certain circumstances.",2,2022,"NA",NA,"OLS","DID","USA","revealed preference","retailer","residents","0","0","0","probably no","probably no","LRN: Overall the study looks robust to me, they do various balance tests, and they have a pretty limited zone of research (3km). They don't have a randomization and there are income disparities between the samples but they control for it in the regression. Would say probably no.",0,0,0,1,0,0,0,0,"cash rebate of $300–$450 for installing heat pumps (post), depending on equipment efficiency, with an additional $50 rebate for installing a smart thermostat",0,0,NA,0,1,0,0,0,0,"Residential heatpump installation density (share of households with heat pumps) within a 500 m × 500 m geographical grid i in time t.","NA","Heat pump density within a 500 m × 500 m grid","NA",0.01,"increase",0.006,0.1,"3",1.66666666666667,NA,NA,NA,16521,NA,NA,15040,NA,3247,22729,NA,NA,NA,NA,"delayed","NA",NA,"NA",NA,"NA",0.0292362668578117,0.029244601122833,0.000308071247243713,0.00030826140567201,NA,3245,"NA",0.0110543204161603,0.0110547707211248,0.0000439985913879451,0.0000440024641379917,NA,NA,NA,"0","0","1","cross-country study","non-OECD country","non-LMIC",1,"Rebate","Heat Pump","Economic Incentives",6
"LRN",NA,1601,"524","Xingchi Shen, Yueming Lucy Qiu, Pengfei Liu, Anand Patwardhan",2022,"The Effect of Rebate and Loan Incentives on Residential Heat Pump Adoption: Evidence from North Carolina","Electrification can promote deep decarbonization to tackle climate change with a cleaner power grid. Electric heat pumps provide a feasible and energy-efficient way to replace fossil-fuel furnaces for space heating. Rebate and loan programs are the two most widely used incentives for residential heat pump installations in the U.S. This study compares the impacts of rebate and loan incentives on residential air-source heat pump adoption in North Carolina. First, our results show that the rebate program ($300–$450 per system) increases the adoption density by 13% in a year. Second, we find that the rebate program is more effective in promoting heat pump adoption for average consumers than two loan programs (annual loan interest rate: 9%, 3.9%). Third, we find the rebate program is less effective for low-income households than high-income households. Lastly, we compare the rebate with the loan programs in terms of cost-effectiveness and we find the rebate program is more cost-effective under certain circumstances.",2,2022,"NA",NA,"OLS","DID","USA","revealed preference","retailer","residents","0","0","0","probably no","probably no","LRN: Overall the study looks robust to me, they do various balance tests, and they have a pretty limited zone of research (3km). They don't have a randomization and there are income disparities between the samples but they control for it in the regression. Would say probably no.",0,0,0,1,0,0,0,0,"cash rebate of $300–$450 for installing heat pumps (post), depending on equipment efficiency, with an additional $50 rebate for installing a smart thermostat",0,0,NA,0,1,0,0,0,0,"Residential heatpump installation density (share of households with heat pumps) within a 500 m × 500 m geographical grid i in time t.","NA","Heat pump density within a 500 m × 500 m grid","NA",0.012,"increase",0.004,0.01,"3",3,NA,0.067,NA,16521,NA,NA,15040,NA,3247,22729,NA,NA,NA,NA,"delayed","NA",NA,"NA",NA,"NA",0.0525749727924586,0.052623494604206,0.000308069110090299,0.00030826140567201,NA,3245,"NA",0.0198950540632802,0.0198976795950202,0.0000439985851482406,0.0000440024641379917,NA,NA,NA,"0","0","1","cross-country study","non-OECD country","non-LMIC",1,"Rebate","Heat Pump","Economic Incentives",6
"LRN",NA,1602,"524","Xingchi Shen, Yueming Lucy Qiu, Pengfei Liu, Anand Patwardhan",2022,"The Effect of Rebate and Loan Incentives on Residential Heat Pump Adoption: Evidence from North Carolina","Electrification can promote deep decarbonization to tackle climate change with a cleaner power grid. Electric heat pumps provide a feasible and energy-efficient way to replace fossil-fuel furnaces for space heating. Rebate and loan programs are the two most widely used incentives for residential heat pump installations in the U.S. This study compares the impacts of rebate and loan incentives on residential air-source heat pump adoption in North Carolina. First, our results show that the rebate program ($300–$450 per system) increases the adoption density by 13% in a year. Second, we find that the rebate program is more effective in promoting heat pump adoption for average consumers than two loan programs (annual loan interest rate: 9%, 3.9%). Third, we find the rebate program is less effective for low-income households than high-income households. Lastly, we compare the rebate with the loan programs in terms of cost-effectiveness and we find the rebate program is more cost-effective under certain circumstances.",2,2022,"NA",NA,"OLS","DID","USA","revealed preference","retailer","residents","0","0","0","probably no","probably no","LRN: Overall the study looks robust to me, they do various balance tests, and they have a pretty limited zone of research (3km). They don't have a randomization and there are income disparities between the samples but they control for it in the regression. Would say probably no.",0,0,0,1,0,0,0,0,"cash rebate of $300–$450 for installing heat pumps (post), depending on equipment efficiency, with an additional $50 rebate for installing a smart thermostat",0,0,NA,0,1,0,0,0,0,"Residential heatpump installation density (share of households with heat pumps) within a 500 m × 500 m geographical grid i in time t.","NA","Heat pump density within a 500 m × 500 m grid","NA",0.022,"increase",0.006,0.01,"3",3.66666666666667,NA,NA,NA,16521,NA,NA,15040,NA,3247,22729,NA,NA,NA,NA,"delayed","NA",NA,"NA",NA,"NA",0.0642144885929669,0.0643029704355469,0.000308066205432374,0.00030826140567201,NA,3245,"NA",0.0243138010766995,0.0243185938998393,0.0000439985766566845,0.0000440024641379917,NA,NA,NA,"0","0","1","cross-country study","non-OECD country","non-LMIC",1,"Rebate","Heat Pump","Economic Incentives",6
"LT",NA,1538,"511","Wang",2023,"Impact of incentives to purchase energy-efficient products: evidence from Chinese households based on a mixed logit model","Similar to many countries, China has introduced a variety of incentives to promote the use of energy-efficient appliances. The Chinese government introduced the energy-efficiency labeling program in 2005, and three types of subsidies (i.e., the countryside subsidy, trade-in subsidy, and eco-product subsidy programs) were implemented from 2007 to 2013. In this study, we examine households’ selection of refrigerator energy efficiency and apply a mixed logit model to micro-level data from the Chinese General Social Survey to evaluate the impact of these policies. The analysis demonstrates that the energy-efficiency labeling program as well as the three subsidy programs promoted households’ choice of energy-efficient refrigerators; however, the effects of the various subsidy programs differed. These results suggest that the countryside subsidy has a similar effect as the eco-product subsidy in terms of promoting the purchase of highly energy-efficient refrigerators, although the countryside subsidy’s main objective was to promote appliances being disseminated in rural areas. The trade-in subsidy was less effective in promoting the sale of energy-efficient refrigerators. These findings provide implications for designing future incentive and subsidy policies, particularly for developing countries.",1,2023,NA,"12","Logit / Probit","quasi-experimental","China","self-reported behavior","retailer","unspecified","0","0","0","probably yes","probably no","Not clear whether the effect is actually due to the label or whether it is due to time trends",0,0,1,0,0,0,0,0,"Energy-efficiency label (implemented during the years 2005–2009)",0,0,NA,1,0,0,0,0,0,"Effect on choosing a highly energy efficient refrigerator (MEE)","purschase (probability) of efficient appliance","probability of choosing an MEE [most energy-efficient] refrigerator","NA",0.4498,"increase",0.0131,0.01,"1",34.3358778625954,NA,NA,NA,NA,NA,NA,NA,NA,1770,1770,NA,NA,0,0,"NA","NA",NA,"NA",NA,"numerical",0.632287019654805,0.745217350403808,0.000390948332390425,0.000565930956423316,NA,1768,"NA",0.632287019654805,0.745217350403808,0.000390948332390425,0.000565930956423316,NA,NA,NA,"0","0","1","Asia","non-OECD country","non-LMIC",1,"Label","Refrigerator","Information Strategies",5
"LT",NA,1539,"511","Wang",2023,"Impact of incentives to purchase energy-efficient products: evidence from Chinese households based on a mixed logit model","Similar to many countries, China has introduced a variety of incentives to promote the use of energy-efficient appliances. The Chinese government introduced the energy-efficiency labeling program in 2005, and three types of subsidies (i.e., the countryside subsidy, trade-in subsidy, and eco-product subsidy programs) were implemented from 2007 to 2013. In this study, we examine households’ selection of refrigerator energy efficiency and apply a mixed logit model to micro-level data from the Chinese General Social Survey to evaluate the impact of these policies. The analysis demonstrates that the energy-efficiency labeling program as well as the three subsidy programs promoted households’ choice of energy-efficient refrigerators; however, the effects of the various subsidy programs differed. These results suggest that the countryside subsidy has a similar effect as the eco-product subsidy in terms of promoting the purchase of highly energy-efficient refrigerators, although the countryside subsidy’s main objective was to promote appliances being disseminated in rural areas. The trade-in subsidy was less effective in promoting the sale of energy-efficient refrigerators. These findings provide implications for designing future incentive and subsidy policies, particularly for developing countries.",1,2023,NA,"12","Logit / Probit","quasi-experimental","China","self-reported behavior","retailer","unspecified","0","0","0","probably yes","probably no","Not clear whether the effect is actually due to the label or whether it is due to time trends",0,0,1,0,0,0,0,0,"Energy-efficiency label (during the 2010–2014 period)",0,0,NA,1,0,0,0,0,0,"Effect on choosing a highly energy efficient refrigerator (MEE)","purschase (probability) of efficient appliance","probability of choosing an MEE [most energy-efficient] refrigerator","NA",0.4603,"increase",0.0109,0.01,"1",42.2293577981651,NA,NA,NA,NA,NA,NA,NA,NA,1770,1770,NA,NA,0,0,"NA","NA",NA,"NA",NA,"numerical",0.708430741586907,0.884026481212424,0.000220041460224578,0.000565930956423316,NA,1768,"NA",0.708430741586907,0.884026481212424,0.000220041460224578,0.000565930956423316,NA,NA,NA,"0","0","1","Asia","non-OECD country","non-LMIC",1,"Label","Refrigerator","Information Strategies",5
"LT",NA,1540,"511","Wang",2023,"Impact of incentives to purchase energy-efficient products: evidence from Chinese households based on a mixed logit model","Similar to many countries, China has introduced a variety of incentives to promote the use of energy-efficient appliances. The Chinese government introduced the energy-efficiency labeling program in 2005, and three types of subsidies (i.e., the countryside subsidy, trade-in subsidy, and eco-product subsidy programs) were implemented from 2007 to 2013. In this study, we examine households’ selection of refrigerator energy efficiency and apply a mixed logit model to micro-level data from the Chinese General Social Survey to evaluate the impact of these policies. The analysis demonstrates that the energy-efficiency labeling program as well as the three subsidy programs promoted households’ choice of energy-efficient refrigerators; however, the effects of the various subsidy programs differed. These results suggest that the countryside subsidy has a similar effect as the eco-product subsidy in terms of promoting the purchase of highly energy-efficient refrigerators, although the countryside subsidy’s main objective was to promote appliances being disseminated in rural areas. The trade-in subsidy was less effective in promoting the sale of energy-efficient refrigerators. These findings provide implications for designing future incentive and subsidy policies, particularly for developing countries.",1,2023,NA,"12","Logit / Probit","quasi-experimental","China","self-reported behavior","retailer","unspecified","0","0","0","probably yes","probably no","Endogenous treatment. Participants had to actively use the subsidy programm",0,0,0,0,0,1,0,0,"Countryside subsidy",0,0,NA,1,0,0,0,0,0,"Effect on choosing a highly energy efficient refrigerator (MEE)","purschase (probability) of efficient appliance","probability of choosing an MEE [most energy-efficient] refrigerator","NA",0.1668,"increase",0.0342,0.01,"1",4.87719298245614,NA,NA,NA,NA,NA,NA,NA,NA,1770,1770,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.115155451578855,0.115668557277438,0.000565189935897211,0.000565930956423316,NA,1768,"NA",0.115155451578855,0.115668557277438,0.000565189935897211,0.000565930956423316,NA,NA,NA,"0","0","1","Asia","non-OECD country","non-LMIC",1,"Subsidy","Refrigerator","Economic Incentives",5
"LT",NA,1541,"511","Wang",2023,"Impact of incentives to purchase energy-efficient products: evidence from Chinese households based on a mixed logit model","Similar to many countries, China has introduced a variety of incentives to promote the use of energy-efficient appliances. The Chinese government introduced the energy-efficiency labeling program in 2005, and three types of subsidies (i.e., the countryside subsidy, trade-in subsidy, and eco-product subsidy programs) were implemented from 2007 to 2013. In this study, we examine households’ selection of refrigerator energy efficiency and apply a mixed logit model to micro-level data from the Chinese General Social Survey to evaluate the impact of these policies. The analysis demonstrates that the energy-efficiency labeling program as well as the three subsidy programs promoted households’ choice of energy-efficient refrigerators; however, the effects of the various subsidy programs differed. These results suggest that the countryside subsidy has a similar effect as the eco-product subsidy in terms of promoting the purchase of highly energy-efficient refrigerators, although the countryside subsidy’s main objective was to promote appliances being disseminated in rural areas. The trade-in subsidy was less effective in promoting the sale of energy-efficient refrigerators. These findings provide implications for designing future incentive and subsidy policies, particularly for developing countries.",1,2023,NA,"12","Logit / Probit","quasi-experimental","China","self-reported behavior","retailer","unspecified","0","0","0","probably yes","probably no","Endogenous treatment. Participants had to actively use the subsidy programm",0,0,0,0,0,1,0,0,"Trade-in subsidy",0,0,NA,1,0,0,0,0,0,"Effect on choosing a highly energy efficient refrigerator (MEE)","purschase (probability) of efficient appliance","probability of choosing an MEE [most energy-efficient] refrigerator","NA",0.0017,"increase",0.0563,0.1,"2",0.0301953818827709,NA,NA,NA,NA,NA,NA,NA,NA,1770,1770,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.000717717906193355,0.000717718029430184,0.000565291124929189,0.000565930956423316,NA,1768,"NA",0.000717717906193355,0.000717718029430184,0.000565291124929189,0.000565930956423316,NA,NA,NA,"0","0","1","Asia","non-OECD country","non-LMIC",1,"Subsidy","Refrigerator","Economic Incentives",5
"LT",NA,1542,"511","Wang",2023,"Impact of incentives to purchase energy-efficient products: evidence from Chinese households based on a mixed logit model","Similar to many countries, China has introduced a variety of incentives to promote the use of energy-efficient appliances. The Chinese government introduced the energy-efficiency labeling program in 2005, and three types of subsidies (i.e., the countryside subsidy, trade-in subsidy, and eco-product subsidy programs) were implemented from 2007 to 2013. In this study, we examine households’ selection of refrigerator energy efficiency and apply a mixed logit model to micro-level data from the Chinese General Social Survey to evaluate the impact of these policies. The analysis demonstrates that the energy-efficiency labeling program as well as the three subsidy programs promoted households’ choice of energy-efficient refrigerators; however, the effects of the various subsidy programs differed. These results suggest that the countryside subsidy has a similar effect as the eco-product subsidy in terms of promoting the purchase of highly energy-efficient refrigerators, although the countryside subsidy’s main objective was to promote appliances being disseminated in rural areas. The trade-in subsidy was less effective in promoting the sale of energy-efficient refrigerators. These findings provide implications for designing future incentive and subsidy policies, particularly for developing countries.",1,2023,NA,"12","Logit / Probit","quasi-experimental","China","self-reported behavior","retailer","unspecified","0","0","0","probably yes","probably no","Endogenous treatment. Participants had to actively use the subsidy programm",0,0,0,0,0,1,0,0,"Eco-product subsidy dummy",0,0,NA,1,0,0,0,0,0,"Effect on choosing a highly energy efficient refrigerator (MEE)","purschase (probability) of efficient appliance","probability of choosing an MEE [most energy-efficient] refrigerator","NA",0.1921,"increase",0.061,0.01,"1",17,NA,NA,NA,NA,NA,NA,NA,NA,1770,1770,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.374645696313071,0.393816463235804,0.000551693982794228,0.000565930956423316,NA,1768,"NA",0.374645696313071,0.393816463235804,0.000551693982794228,0.000565930956423316,NA,NA,NA,"0","0","1","Asia","non-OECD country","non-LMIC",1,"Subsidy","Refrigerator","Economic Incentives",5
"DD",NA,1528,"509","Razali, Kamaludin, Azlina",2022,"Consumer Preference for Energy Label in the Purchase Decision
of Refrigerator: A Discrete Choice Experiment Approach in the
East Coast, Malaysia","Energy label is a widely used policy instrument to increase consumer awareness of energy-efficient home appliances. It helps consumers make better
informed purchasing decision intending to save on the electricity bill. The increase in energy efficiency for a household can generate significant energy
savings and emissions reduction which can reduce environmental impact. The energy label targets to fight climate change, protect the environment
and is significant to support Sustainable Development Goals (SDGs). This study presents the results of a discrete choice experiment (DCE) on the
East Coast, Malaysia to investigate the consumer preferences for energy label in the purchasing decision of a refrigerator. Multinomial logit (MNL)
and mixed logit (ML) models are specified to measure the attributes that consumers assess when choosing refrigerators. This study focuses on four
attributes, namely energy star, energy consumption, energy saving and refrigerator price. Findings show that consumers have responded positively
to the labels, in which about 88.11% of respondents are willing to pay to get better quality appliances that promote a safe environment while 11.89%
of respondents are not willing to pay. The findings are useful in improving the effectiveness of existing energy efficiency and labelling programs to
accelerate the adoption of energy-efficient technology in Malaysia. Hence, the implementation of energy label promotes energy-efficient appliances,
which is in line with SDG Goal 7: Ensuring access to affordable, reliable, sustainable, and modern energy for all.",1,2022,"NA","448","Logit / Probit","control & treatment","Malaysia","stated preference","household","residents","1","1","0","probably yes","probably no","NA",0,0,1,0,0,0,0,0,"different specifications of the label",0,0,NA,1,0,0,0,0,0,"NA","purschase (probability) of efficient appliance","preferences for the energy labelling of refrigerator attributes","log scale",0.12662,"increase",0.10828,0.1,"lower bound",1.16937569264869,NA,NA,NA,NA,NA,NA,NA,NA,429,429,NA,NA,NA,NA,"NA","0",NA,"0",NA,"star: 3",0.0563682249430189,0.0564280400473177,0.00233642490971084,0.00234741784037559,NA,427,"NA",0.0563682249430189,0.0564280400473177,0.00233642490971084,0.00234741784037559,NA,NA,NA,"0","0","0","cross-country study","non-OECD country","non-LMIC",1,"Label","Refrigerator","Information Strategies",9
